entity,predict,output
POI,ksu bahagia,ksu bahagia
POI,toko carin,toko carin scraf
POI,pasar lubuk alung,pasar lubuk
POI,raya lemah abang,raya lemah abang no 164 sekret district tiger cik
POI,dk busana,dk busana
POI,"simp, kedai","simp, kedai "
POI,rumah batu,rumah batu
POI,harapan motor,"harapan motor dong, pa"
POI,k h has asy 15 no,k h has asy 15 n
POI,griya kartaraharja,griya kartaraharja
POI,komplek reklamasi pantai,komplek reklamasi pantai
POI,madin mift huda prambatan lor prambatan lor,madin mift huda prambatan lor pra
POI,rusun stasiun tanjung barat,rusun stasiun tanjung
POI,sd negeri 107ix lopak alai,sd negeri 107ix lopak alai
POI,denys studio photo,denys studio photo
POI,toko indiriani,toko indiriani
POI,batunu kel.,"batunu kel., sur"
POI,sate keyla,sate keyla
POI,pt. andhini,pt. andhini sari lestari
POI,raya jatiwar,raya jatiwar
POI,mangga besar vih vaipulyasasana,mangga besar vih vaip
POI,meiland stic urip,meiland stic ur
POI,sri indrapura,sri indrapura
POI,"best collec konv, raya","best collec konv, raya "
POI,raya kutoarjo,raya kut
POI,rin's resto,rin's resto
POI,the best cafe,the best cafe
POI,bint salon 2,"bint salon 2, p"
POI,maluk.sumbawa barat,maluk.sumbawa barat
POI,perum pt pos indonesia,perum pt pos indone
POI,palm spring regency,palm spring regency
POI,pt incom murni jaya,"pt incom murni jaya, pa"
POI,sd negeri pesaw i,"sd negeri pesaw i, ra"
POI,masnik,masnik
POI,pano world pal,pano world pal
POI,raden saleh,raden sale
POI,stasiun klaten kediaman,stasiun klaten
POI,ibas print,ibas print
POI,toko citra,toko citra
POI,panca ward,buntulia barat
POI,fox har restau riau,"fox har restau riau,"
POI,budi sukma,budi sukma
POI,masjid al fur,masjid al fur ra
POI,pasar ciawi,pasar ciawi
POI,pustu desa,pustu desa tomo
POI,komplek puri citra,komplek puri citra
POI,grage mall,chatime grage mall
POI,bank bni,bank bni
POI,tasya fash raya,tasya fash ra
POI,cimb niaga,cimb niaga
POI,kios siti,"kios siti sudi, k"
POI,toko adam,toko adam
POI,warung tulung agung,warung tulung agung
POI,kantor kepala desa,"kantor kepala desa kap batu viii, t"
POI,p. choi,"p. choi, s"
POI,ever electr pt,"ever electr pt, kh has"
POI,pondok karya agung,pondok karya agung
POI,ngal,"ngal, go"
POI,alfa raya cisalak barat,alfa ray
POI,ad premiere office park,ad premiere office park
POI,36 motor,36 motor
POI,kebayoran villas,kebayoran villas
POI,bakso dan tahu gecot bu suko,bakso dan tahu gecot bu suko
POI,pasar pspt,pasar pspt
POI,sd negeri surakarya 03 pabuaran,sd negeri surakarya 03
POI,arak coffee laba,arak coffee laba penestanan
POI,jl.taman suropati,jl.taman surop
POI,sami rahayu. pd,sami rahayu. pd
POI,war bu karno raya,war bu karno ra
POI,toko adinna,toko adinna
POI,bandung style,bandung style
POI,sidanegara pon pesan mamb ulumi asy syar'iy,sidanegara pon pesan mamb ulumi asy syar'iy
POI,jaya abadi home,"jaya abadi home, jl"
POI,apotek labouratorium klinik,apotek labouratorium klinik
POI,pesawahan toko ku,pesawah
POI,"barusari deny pets, bendu",barusari 
POI,akhas,akhas
POI,komplek graha cipacung,komplek graha cipacung
POI,warung kopi,"warung kopi, gar peak,"
POI,fiforlif,fiforlif
POI,mas al-ghozali cisaat,"mas al-ghozali cisaat, s"
POI,kari no 49 gal parfum,kari no 49 ga
POI,ivhan stu musik simp,ivhan stu musik si
POI,raya ciga,ray
POI,camp ngalih selah,camp ngalih selah
POI,kusen ndut,kusen ndut
POI,komplek karya baru permai,komplek karya baru permai
POI,toko panas ligh,"toko panas ligh sut,"
POI,chin che,chin che
POI,b.j collec dan access taktakan,b.j collec dan access taktakan
POI,tirta planet biru,tirta planet biru
POI,putri tung toko,"putri tung toko, k"
POI,desa nelayan,desa nelayan
POI,"raya tondano-ai, ger katolik st anto","raya tondano-ai, ger katolik st anto de padua"
POI,kopi rakyat 2,kopi rakyat 2
POI,drg. ane djuhar,"drg. ane djuhar, mayor "
POI,perumahan griya parahita,perumahan griya parahita
POI,sar dolok 7 dame,jln. bsr
POI,musholla nurul iman,musholla nurul iman
POI,"jl. sura pasu,","jl. sura pasu, gempeng pesant"
POI,"ter barus, brastagi","ter barus, b"
POI,anza fou mobil indo,"anza fou mobil indo, raya"
POI,syfa laun jaya berun,syfa laun ja
POI,hadi,hadi kitc bl
POI,bank negara indonesia,bank negara indonesia
POI,foto copy gene,"foto copy gene, b"
POI,jembatan tinggi,jembatan tinggi
POI,tradeswin global. pt,tradeswin global. pt
POI,mie baso putra,mie baso putra b
POI,p.taman chrysant,p.taman chrysa
POI,"kli bekam greenature, haji","kli bekam greenature, h"
POI,kantor camat,"kantor camat tanj raja,"
POI,inaq adi,inaq adi
POI,temb deli no 14 team,temb deli no 14 team p
POI,sate pak lubah,sate pak lubah
POI,"k. h. mas mans,",k. h. 
POI,seek clothing,seek clothing
POI,pempek olin,pempek olin
POI,i gusti ngu rai no 108,i gusti ngu rai
POI,ida bagus,i gusti ngu rai
POI,vivian lee,vivian lee
POI,nosu kel.,nosu kel.
POI,modopuro raudhatul athfa (ra,modopuro raudhatul athfa (ra) mu
POI,bakmi tebet,bakmi tebet
POI,"ban jati war sembako echa, bantar",ban jati war sembak
POI,rappocini bkg kam universitas terbuka jl,bkg kam universitas terbuka
POI,toko ast,"toko ast, r"
POI,raja permak,raja permak
POI,es buah segar & aneka juice,es buah segar & aneka juice
POI,apotek anna,apotek anna
POI,supriy,"supriy, sa"
POI,lpk fitta,lpk fitta
POI,"sekolah dasar neg (sdn) 145, lor","sekolah dasar neg (sdn) 145, l"
POI,surabaya citraland vittorio,citraland vittorio
POI,syah,"syah, o"
POI,om zein store,om zein store
POI,chri olshop,chri olshop rin
POI,lig indra,"perta, li"
POI,hidden valley hills,hidden valley hills
POI,smpn 45 utama,perpust smpn 45 utam
POI,zuba,zuba tam
POI,bank agro,bank agro
POI,"sd neg 16 ponti sela, peman","sd neg 16 ponti sela, peman 1 "
POI,rejeki bni taplus,rejeki bni taplus
POI,mas an-nur,"mas an-nur, r"
POI,sd batupapan,sd batupapan
POI,li ding bout,"li ding bout, bo"
POI,bank mand kc ahmad,"bank mand kc ahmad yani, c"
POI,green land,"green land hous, no f5 "
POI,kim 1,kim 1
POI,pondok,wadungasri pondok tj
POI,warung makan restu ibu,warung makan restu ibu
POI,"kyai tapa, no a3","kyai tapa, no a3"
POI,dairoh bt,dairoh bt kijan
POI,"ayam gor tulang lunak djuw, imam","ayam gor tulang lunak djuw, imam"
POI,agen citra adi lan,"agen citra adi lan,"
POI,sd negeri 017 ram,"sd negeri 017 ram, u"
POI,jend sudi tan,jend sudi tan chin cui
POI,restoran pringsewu,restoran pring
POI,komplek bea cukai,komplek bea cukai
POI,"beng las, r","beng las, r"
POI,wm 3 saud,"wm 3 saud,"
POI,kantor pbb,kantor pbb
POI,"tegal wangi,","tegal wangi,"
POI,kios mukti,kios mukti
POI,maju jaya ban,maju jaya ban
POI,toko dos dan plastik,toko dos dan plastik
POI,toko marni,toko marni
POI,sri rahayu toko,sri rahayu toko
POI,perum griya mukti,perum griya mukti
POI,haz fruits,haz fruits
POI,komplek bppt,komplek bppt
POI,notaris khai aswin sh,notaris khai aswin sh ga
POI,"peta sela, no 12",al manshuriyyah kalideres
POI,al manshuriyyah kalideres,al manshuriyyah kalideres
POI,pangkas ram gm,"pangkas ram gm, r"
POI,kou,"kou, b"
POI,htkp lawe,tks htkp lawe sigala gala
POI,kedai relax,kedai relax
POI,pak yono,pak yono furni sur
POI,kayu tinggi,kayu tinggi
POI,"woo prat motor, medan","woo prat motor, meda"
POI,perumahan indah sejahtera 4,"jln.pulau sebesi, perumahan"
POI,sdn 02 klunj,"sdn 02 klunj, to"
POI,"wilis, no 25 warung band lautan","wilis, no 25 warung band lautan api a"
POI,war makan profesor haji,war makan pr
POI,kebayoran villas,kebayoran villas
POI,toko wil,"toko wil, p"
POI,"spec pon god,","spec pon god, "
POI,sd negeri hanjuang 1,sd negeri hanjuang 1 bungbulang
POI,zona kiev,"""taman krakatau zona kie"
POI,baloi view,baloi view
POI,montana hills,montana hi
POI,encep kar no,encep kar
POI,div wine bar & shop,div wine bar & shop ra
POI,perum cijerah,perum cijerah
POI,aris collection,aris collection
POI,dhir sound,"dhir sound, t"
POI,peter f saerang salon,peter f saerang salon
POI,ud sukses,ud sukses pan jaya su
POI,"gereja betelda indon, medan","gereja betelda indon, me"
POI,alfamart,alfamart
POI,curug sangereng,curug sa
POI,kontrakan pintu,kontrakan pintu
POI,tent pela no,tent pela n
POI,ud. suyanto pasar lama,ud. suyanto
POI,terminal cileungsi,terminal cileungsi
POI,pt dwi tunggal citra aryaguna,pt dwi tunggal citra aryaguna
POI,warung babe,warung babe
POI,asr putri st anna,"serma lian kos, no 1"
POI,pangkalan jati,pangkalan jati
POI,desa anj,desa an
POI,gunung hejo,gunung hejo
POI,bubur ayam mbak tarti,bubur ayam mbak tarti
POI,hokk,hokk ked
POI,combatmuaythaicamp,combatmuaythaicamp
POI,perum bumi gemilang,perum bumi gemilang
POI,mh lumban tora,mh lumban tora
POI,sdn wonokromo,sdn wonokromo 1
POI,mess bandara,mess bandara tamb
POI,agashi cell,agashi cell
POI,istana lamps,istana lamps
POI,mas jami al mahfud,mas jami al mahfud
POI,lapangan kartaraharja,lapangan kartaraharja
POI,"war kopi selir 78, raya","war kopi selir 78, r"
POI,sriwi no 89 gent,sriwi no 89 gen
POI,depot air minum isi ulang tirta abadi,depot air minum isi ulang tirta abadi
POI,pondok pinang cubik house,pondok pina
POI,"dewi sart, no 1","dewi sart, no 1"
POI,pt rkwm,pt rkwm
POI,toko water,toko water melon
POI,smp kris kalam kudus,"smp kris kalam kudus, a"
POI,jaka international sch pos,jaka international sch pos p
POI,pang hidayat no 47 deli,pang hidayat no 47 deli
POI,saud jaya cell,"saud jaya cell, b"
POI,aplikanusa lintas pt,"aplikanusa lintas pt,"
POI,bobi reflexy and spa,bobi reflexy and spa
POI,bm contr dan bang,"bm contr dan bang, cijeun"
POI,kios najwa,kios najwa
POI,ruko harco,ruko harco mangga dua
POI,"raya gemal, no 74",toko habibie
POI,toko habibie,toko habibie
POI,perusahaan dae air minum kota,"perusahaan dae air minum kota palangk,"
POI,toko cellular,toko cellular
POI,indomaret deket,indomaret de
POI,"upt kesatuan pengel hutan indra, kahar","upt kesatuan pengel hutan indra, kahar m"
POI,salaka wisata,"salaka wisata tra, g"
POI,yayasan panti asuhan mulia kasih simalem,yayasan panti asuhan mulia kasih simalem
POI,egg waf hosny,"egg waf hosny, k"
POI,ahad international,ahad international
POI,warung pecel lele & pulsa,warung pecel lele & pulsa yoan
POI,taman mini indonesia indah,taman mini indonesia indah
POI,simpa lemah abang,simpa lemah abang no 23 odon
POI,"may sut, no 43 men","may sut, no 43 m"
POI,ally salon,ally salon
POI,perumahan wahana,perumahan wahana
POI,ardi disti,jembatan gantung
POI,modie cell,modie cell
POI,jumi,jumi ra
POI,toko iyam,toko iyam
POI,rusun blok 43,rusun blok 43
POI,dokter joyce maya,dokter joyce maya
POI,tk taman ind iii,"tk taman ind iii,"
POI,komplek room sahara,komplek room sahara
POI,"war makan naro, pan","war makan naro, pan p"
POI,stasiun purwosari,stasiun purwosari
POI,sonn,"sonn, l"
POI,toko kunci pinan,"toko kunci pinan, ko"
POI,"drup, no 8 aspya mass","drup, no 8 aspya mass bea"
POI,"wr semb nabillah, swad","wr semb nabillah, s"
POI,terminal patrol,patrol (termina
POI,"ceger raya, no 6 kan dpc par nas","ceger raya, no 6 kan dpc par n"
POI,adira fina,"adira fina, j"
POI,cinango motor,cinango motor
POI,perumahan andalusia garden,perumahan andalusia
POI,taman kanak kanak kanisius immakulata,taman kanak kanak kanisius immakulata
POI,perumahan satya asri,perumahan satya asri
POI,villa salma arum,villa salma
POI,"mis al hik, smpn 1","mis al hik, s"
POI,toko alik jaya,toko alik jaya
POI,mie ayam janda,mie ayam janda
POI,perum cimanggung permai,perum cimanggung permai
POI,mega lestari residence,mega lestari residence
POI,hesti,hesti
POI,lapis talas bogor,lapis talas bogor
POI,jembatan cilaki,jembatan cilaki
POI,pak rifan,pak rifan
POI,rnb law firm,rnb law firm
POI,best perma,"best perma,"
POI,shopi busana,shopi busana
POI,bubur kacang hijao man,"bubur kacang hijao man, j"
POI,toko kebaya,toko kebaya
POI,"mitra bukal kedai gahwi, pengadegan","mitra bukal kedai gahwi, pe"
POI,aochi net,aochi net
POI,pasar rumput,pasar rumput
POI,kp.lebak jero,:kp.lebak 
POI,paijo photog,paijo photog yos 
POI,padepo,"padepo, se"
POI,budis sti,"budis sti, p"
POI,toko amanah irsyad rasamala,toko amanah irsyad
POI,toko besi tiga jaya,toko besi tiga jaya
POI,"adi jaya elec, remaja","adi jaya elec, r"
POI,noble,noble
POI,wonosari trans,wonosari trans
POI,total persada,total persad
POI,warung nazr,"warung nazr,"
POI,cuci steam fahmi,cuci steam fahmi
POI,cahaya elektr,"cahaya elektr, pe"
POI,pemakaman islam taman,"pemakaman islam taman, ae"
POI,pt. gemilang maju texindotama,pt. gemilang maju texindotama
POI,toko fajar baru,toko fajar baru
POI,toko andr,"toko andr,"
POI,hacienda mexicano,hacienda mexicano
POI,"pd mekar mak, pes","pd mekar mak, p"
POI,kesban lin,kesban lin andala
POI,men indah real estate,men indah real estate be
POI,pasar rumput,pasar rumput
POI,warung tepi sari,warung tepi sari
POI,ipuah mandiangin,mekar jaya usaha
POI,sd neg 06 pagi pon bambu pahl,sd neg 06 pagi pon bambu pahl 
POI,gambr,"gambr, su"
POI,suriyah,suriyah
POI,"kecam dua boc, m","kecam dua boc, m - 8"
POI,rusunawa kisaran,rusunawa kisaran
POI,toko abi tani,toko abi tani
POI,graha indah,graha indah
POI,"war makan sel jep, kaliwungu","war makan sel jep, "
POI,perumahan indah sejahtera 4,perumahan indah sejahtera 4
POI,"war gaul shofie,","war gaul shofie,"
POI,toko roda,toko roda
POI,kolam renang rocks,kolam renang rocks
POI,toko khoir,"toko khoir, de"
POI,delta emas,delta emas
POI,praiya,"praiya, ka"
POI,ter kesehatan al karomah,"ter kesehatan al karomah, n"
POI,grage mall,grage mall
POI,medika farma apo tam,medika farma apo ta
POI,airlangga nirv variasi,airlangga nirv 
POI,bakso yanto kulonp,"bakso yanto kulonp, na"
POI,mira,mira kem
POI,"imam bon, 433","imam bon, 43"
POI,afif pulsa,afif pulsa
POI,taman bungkul,taman bungkul
POI,hasan no g 24,hasan no g 24 
POI,melly glow cililitan - pgc jaka,"melly glow cililitan - pgc jaka, m"
POI,toko anisa ( oleh-oleh garut ),toko anisa ( oleh-oleh garut )
POI,arena net,arena net
POI,"kemb kun, no 73","kemb kun, no 73 "
POI,tri jaya motor,tri jaya motor
POI,kampus ipb,kampus ipb
POI,pelabuhan sungai duku,pelabuhan sungai duku
POI,mts swasta tarbiy atfal,mts swasta tarbiy atfal 651
POI,"hang kesturi, no t 22 nat fittings indone pt, nongsa","hang kesturi, no t 22 nat fit"
POI,pangkalan lpg ud. sinar harapan jaya,pangkalan lpg ud. sinar harapan jaya
POI,first cho,"first cho, g"
POI,"nota ristiaw sh., m.kn, sem","nota ristiaw sh., m.kn, sem ba"
POI,toko fina slatri,toko fina
POI,penj lily,"penj lily, an"
POI,pal merah 1 a u,pal merah 1 a u r
POI,merd no 108 sd negeri,merd no 108 sd nege
POI,kp. lembur sawah,kp. lembur sawah
POI,aus firdaus,aus firdaus
POI,ud adi guna,ud adi guna
POI,"pang ram jambul, raya","pang ram jambul, raya"
POI,toko beras,toko beras 5a
POI,"pesan mode darul hikam,","pesan mode darul hikam,"
POI,toko topu,"toko topu, b"
POI,toko samp furni,"toko samp furni, raya p"
POI,harm voice vocal group,"harm voice vocal group, c"
POI,bori,"bori, ha"
POI,"gizta laun laundry satuandankiloan, sek","gizta laun laundry satuandankiloan, s"
POI,"sd neg cib, sukaraja","sd neg cib, suka"
POI,puncak mulya,puncak mulya
POI,habitat terrace residence,habitat terrace residence
POI,perum maya persada,perum maya persada
POI,pt first secu indon mal,pt first secu indon mal vii
POI,grand line,grand line
POI,celungan,celungan rt.4
POI,rumah orins dapur ema,rumah orins dap
POI,rm bu ning,rm bu ning
POI,taman pendidikan al qur jami',"taman pendidikan al qur jami',"
POI,"pem johar, taman","pem johar, t"
POI,mer,"mer, g"
POI,new zahwa laundry and dry clea,new zahwa laundry and dry clea cil
POI,"gang baba iii iv v, no 160","gang baba iii iv v, no 160 al"
POI,kho bin h. rafi'i,kho bin h. rafi'i ma
POI,puspa wijaya,puspa wijaya
POI,lippo cyber park,lippo cyber park
POI,laksana permai 2,jl.lingkar selatan.perumah
POI,muhyanto,muhyanto
POI,dewi sinta ols,"dewi sinta ols, k"
POI,"seko dasar negeri cibodas 4, dip","seko dasar negeri cibodas 4, d"
POI,perum griya kencana,perum griya kencana
POI,cornelia residence,cornelia residence
POI,eyi wisma,"eyi wisma, j"
POI,prem,"prem, k"
POI,kios supr,"kios supr, ba"
POI,minggarharjo kel.,minggarharjo kel.
POI,gang darussalam,gang daru
POI,komplek pelangi,komplek pelangi
POI,centre point,centre point mall
POI,nadine cell,jl.ade i
POI,arcadia park,arcadia park
POI,cluster delima,cluster delima
POI,rm suka hati,rm suka hati
POI,pasir muncang,pasir muncang
POI,pegadaian,pegadaian
POI,kand budak,kand budak fa
POI,trihanggo seto abang,trihanggo seto abang 
POI,seruni hills,seruni hills
POI,portofolio,"portofolio des, s"
POI,"jend sudi,","jend sudi, no "
POI,"nikita fried chic, soek","nikita fried chic, s"
POI,gandaria selatan od,gandaria selat
POI,elegant show room,elegant show room
POI,argo madr dini fatahillah,"argo madr dini fatahillah,"
POI,taman bunga,taman bunga
POI,sut penjahit,"sut penjahit, r"
POI,"pt. kan indon textile miles, jend","pt. kan indon textile miles, jend "
POI,toko pakan ternak,toko pakan ternak
POI,villa cempaka indah putra guci,villa cempaka indah putra guci
POI,"war mam bah, batu","war mam bah, batu ke"
POI,"panj raya,","panj raya, no 3"
POI,kp. lembur sawah,kp. lembur sawah
POI,"tak service cen, raja","tak service cen, raja"
POI,mush,mush ikhsan
POI,ruko serp garden 2,ruko serp garden 2 ra
POI,taman pendid al qur'an fii sabili,taman pendid al qur'an fii sabili bener t
POI,"setel pelang bint, kela","setel pelang bint, k"
POI,jia reflekx,"jia reflekx, buk"
POI,tanah tinggi war pasta taman royal,tanah tinggi war pasta taman royal
POI,asia paci pd,asia paci pd der
POI,"pahl sd neg penengahan,",pahl sd neg penengah
POI,sava cell,sava cell
POI,gedung medan pemuda,gedung medan pemuda
POI,lkp wiensa,lkp wiensa
POI,hacienda mexicano,hacienda mexicano
POI,kawasan niaga citra grand,jatisampurna kawasan niag
POI,rumah makan mak nur,rumah makan mak nur
POI,pt. acceler busi emin,"pt. acceler busi emin, andi tonro,"
POI,niru cafe,niru cafe
POI,mitra laundry,mitra laundry
POI,jag cell,jag cell ta
POI,"war 85, let","war 85, l"
POI,"kh has ash, no b 20","kh has ash, no b 20 "
POI,war agung,"war agung,"
POI,titi boutique,titi boutique
POI,mes baitussy pasar induk carin,"mes baitussy pasar induk carin band, cari babakan c"
POI,mitra glass,mitra glass
POI,bank central asia,bank central asia
POI,lapangan dwikora,lapangan dwikora
POI,ade modifi,"ade modifi, ot"
POI,"mts swa asysyafi'iyah, banyumanis","mts swa asysyafi'iyah, b"
POI,kios arya,kios arya
POI,aryo wibi,"aryo wibi, mi"
POI,cv arca stu,"cv arca stu, m"
POI,lumbung pan maringgit,"lumbung pan maringgit, m"
POI,base camp,base camp lbc kembangan selatan
POI,"war endy, tanjung","war endy, t"
POI,grand hotel no 1,grand hotel no 
POI,graha pdsi,graha pdsi
POI,vidi foto,"vidi foto, ra"
POI,rm komun,"rm komun, ra"
POI,wijaya. cv,wijaya. cv
POI,sungai danai azzuhra,sungai 
POI,griya tutwuri handayani,griya tutwuri handayani
POI,sate bulungan,"bulungan, no 22 sate"
POI,ban no 223,ban no
POI,medco building 4,medco building 4
POI,sd negeri 01 perw jaya,sd negeri 01 perw jaya ci
POI,kantor desa cisaat,kantor desa cisaat
POI,sadat tek pon randu,sadat tek po
POI,mampang prapatan,jl. mampang pr
POI,tugu adip,tugu adip kenc kathe
POI,ayam tulang lunak,ayam tulang lunak hayam wuruk
POI,play over balaraja,play over balaraja
POI,warung jami farm,sinar harapan
POI,taman kradenan asri,taman kradenan asri
POI,"sinar 2,","sinar 2, n"
POI,"angg hitam no aa 32 nota ppat dokter udin narsudin, sh, m.",angg hitam no aa 32 nota ppat dokter udin nar
